Machine_ID,Machine_Model,Rated_Capacity_kW,Timestamp,Power_kW,Energy_kWh,Production_Output,Load_%,Power_Factor,Temperature,Operating_Status,Shift,Operator_ID,Electricity_Tariff_INR_per_kWh,Maintenance_Cost_per_hour,CO2_Emission_Factor_kg_per_kWh,Ambient_Temperature,Contract_Demand_kW,True_Anomaly_Label,Downtime_Minutes,Idle_Flag
MCH-002,ABB ACS880,200,2024-01-07 13:00:00,121.66,121.66,71,60.83,0.926,65.1,Running,Morning,OPR-009,7.84,75.14,0.781,33.3,600,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 14:00:00,229.02,229.02,5,76.34,0.942,69.0,Running,Afternoon,OPR-006,8.03,66.79,0.791,31.9,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-07 15:00:00,128.49,128.49,37,64.25,0.933,62.3,Running,Afternoon,OPR-005,11.67,97.42,0.8,34.6,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-07 16:00:00,236.16,236.16,183,94.46,0.851,80.2,Running,Afternoon,OPR-002,11.87,137.02,0.79,38.4,550,0,0,0
MCH-003,Fanuc 30i,100,2024-01-07 17:00:00,81.67,81.67,57,81.67,0.854,70.6,Running,Afternoon,OPR-002,8.01,151.01,0.819,26.9,500,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-07 18:00:00,9.84,9.84,0,6.56,0.866,33.8,Idle,Afternoon,OPR-002,10.31,196.79,0.795,30.4,800,1,48,1
MCH-002,ABB ACS880,200,2024-01-07 19:00:00,176.47,176.47,158,88.23,0.95,72.4,Running,Afternoon,OPR-009,10.45,151.48,0.789,31.1,600,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 20:00:00,234.26,234.26,79,78.09,0.871,70.8,Running,Afternoon,OPR-009,11.33,199.0,0.81,26.9,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 21:00:00,253.61,253.61,153,84.54,0.903,72.0,Running,Afternoon,OPR-006,9.19,185.21,0.815,30.8,700,0,0,0
MCH-003,Fanuc 30i,100,2024-01-07 22:00:00,8.76,8.76,0,8.76,0.871,33.2,Idle,Night,OPR-005,8.62,104.97,0.796,27.9,500,1,32,1
MCH-005,Bosch Rexroth,300,2024-01-07 23:00:00,230.82,230.82,107,76.94,0.921,69.3,Running,Night,OPR-006,7.37,140.52,0.807,30.1,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-08 00:00:00,20.01,20.01,0,10.01,0.888,34.8,Idle,Night,OPR-002,9.4,53.85,0.794,30.1,600,0,26,1
MCH-004,Mitsubishi M800,250,2024-01-08 01:00:00,190.16,190.16,66,76.06,0.912,68.6,Running,Night,OPR-007,11.06,157.72,0.818,29.3,550,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-08 02:00:00,27.93,27.93,0,9.31,0.913,31.1,Idle,Night,OPR-009,10.27,107.01,0.788,25.7,700,0,50,1
MCH-005,Bosch Rexroth,300,2024-01-08 03:00:00,177.17,177.17,72,59.06,0.883,60.3,Running,Night,OPR-003,9.9,63.44,0.809,31.7,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-08 04:00:00,143.08,143.08,48,71.54,0.874,68.3,Running,Night,OPR-010,11.0,77.69,0.792,27.6,600,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-08 05:00:00,97.89,97.89,126,65.26,0.913,66.2,Running,Night,OPR-001,8.87,128.97,0.784,26.5,800,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-01 06:00:00,263.3,263.3,9,87.77,0.88,72.8,Running,Morning,OPR-010,7.87,104.12,0.816,25.3,700,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-01 07:00:00,129.33,129.33,78,86.22,0.957,73.3,Running,Morning,OPR-010,11.05,165.0,0.786,29.7,800,0,0,0
MCH-002,ABB ACS880,200,2024-01-01 08:00:00,128.82,128.82,116,64.41,0.911,64.2,Running,Morning,OPR-006,7.12,146.3,0.804,30.4,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-01 09:00:00,70.64,70.64,98,70.64,0.915,69.7,Running,Morning,OPR-003,9.99,151.38,0.798,25.1,500,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-01 10:00:00,35.77,35.77,0,11.92,0.919,32.1,Idle,Morning,OPR-003,10.02,100.58,0.816,29.1,700,0,26,1
MCH-005,Bosch Rexroth,300,2024-01-01 11:00:00,175.28,175.28,107,58.43,0.875,60.2,Running,Morning,OPR-006,8.77,60.41,0.801,26.8,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-01 12:00:00,115.59,115.59,84,57.79,0.885,61.6,Running,Morning,OPR-003,9.66,98.65,0.793,35.7,600,0,0,0
MCH-002,ABB ACS880,200,2024-01-01 13:00:00,0.0,0.0,0,0.0,0.0,26.6,Off,Morning,OPR-001,11.98,116.95,0.793,31.6,600,1,137,0
MCH-004,Mitsubishi M800,250,2024-01-01 14:00:00,233.67,233.67,8,93.47,0.948,75.1,Running,Afternoon,OPR-010,7.48,117.56,0.81,36.6,550,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-01 15:00:00,141.37,141.37,114,94.25,0.9,75.1,Running,Afternoon,OPR-003,7.76,198.87,0.817,31.5,800,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-01 16:00:00,204.66,204.66,52,81.86,0.883,73.6,Running,Afternoon,OPR-001,10.04,126.03,0.786,38.5,550,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-01 17:00:00,201.38,201.38,60,67.13,0.897,62.7,Running,Afternoon,OPR-009,9.77,95.83,0.796,26.1,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-01 18:00:00,151.25,151.25,142,75.62,0.915,72.0,Running,Afternoon,OPR-005,8.96,125.17,0.796,27.7,600,0,0,0
MCH-002,ABB ACS880,200,2024-01-01 19:00:00,258.27,258.27,106,129.14,0.944,69.7,Running,Afternoon,OPR-007,8.52,62.14,0.796,25.9,600,1,0,0
MCH-002,ABB ACS880,200,2024-01-01 20:00:00,127.89,127.89,123,63.94,0.924,66.4,Running,Afternoon,OPR-002,7.66,179.3,0.817,32.4,600,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-01 21:00:00,128.39,128.39,65,85.59,0.915,96.8,Running,Afternoon,OPR-009,10.33,68.26,0.799,32.0,800,1,0,0
MCH-004,Mitsubishi M800,250,2024-01-01 22:00:00,233.81,233.81,123,93.52,0.976,76.7,Running,Night,OPR-004,9.2,65.85,0.806,27.1,550,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-01 23:00:00,237.31,237.31,82,79.1,0.9,71.0,Running,Night,OPR-002,9.3,58.72,0.82,30.3,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-02 00:00:00,200.68,200.68,76,66.89,0.872,62.5,Running,Night,OPR-003,7.89,153.74,0.805,31.5,700,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-02 01:00:00,0.0,0.0,0,0.0,0.0,28.1,Off,Night,OPR-007,8.1,76.06,0.806,29.4,550,1,157,0
MCH-002,ABB ACS880,200,2024-01-02 02:00:00,180.93,180.93,106,90.47,0.875,100.4,Running,Night,OPR-006,11.14,160.04,0.811,29.2,600,1,0,0
MCH-002,ABB ACS880,200,2024-01-02 03:00:00,273.73,273.73,120,136.86,0.926,68.4,Running,Night,OPR-008,9.68,82.28,0.78,26.9,600,1,0,0
MCH-002,ABB ACS880,200,2024-01-02 04:00:00,125.91,125.91,37,62.95,0.856,62.6,Running,Night,OPR-001,9.74,118.16,0.814,25.7,600,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-02 05:00:00,183.01,183.01,60,61.0,0.609,62.3,Running,Night,OPR-009,10.07,178.93,0.796,32.2,700,1,0,0
MCH-002,ABB ACS880,200,2024-01-02 06:00:00,29.11,29.11,0,14.55,0.905,33.6,Idle,Morning,OPR-001,11.04,61.46,0.791,32.2,600,0,49,1
MCH-002,ABB ACS880,200,2024-01-02 07:00:00,182.14,182.14,108,91.07,0.933,76.9,Running,Morning,OPR-006,10.18,142.09,0.783,30.1,600,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-02 08:00:00,253.49,253.49,107,84.5,0.938,70.3,Running,Morning,OPR-009,10.73,148.86,0.812,27.7,700,0,0,0
MCH-003,Fanuc 30i,100,2024-01-02 09:00:00,93.26,93.26,149,93.26,0.896,75.7,Running,Morning,OPR-004,10.87,149.21,0.787,27.8,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-02 10:00:00,76.98,76.98,134,76.98,0.859,69.2,Running,Morning,OPR-001,8.48,165.38,0.805,30.8,500,0,0,0
MCH-002,ABB ACS880,200,2024-01-02 11:00:00,110.83,110.83,48,55.42,0.884,57.4,Running,Morning,OPR-009,9.65,56.29,0.819,32.2,600,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-02 12:00:00,221.92,221.92,49,73.97,0.913,70.8,Running,Morning,OPR-002,7.64,100.74,0.817,38.1,700,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-02 13:00:00,195.27,195.27,83,130.18,0.93,70.2,Running,Morning,OPR-004,7.61,79.62,0.815,34.8,800,1,0,0
MCH-005,Bosch Rexroth,300,2024-01-02 14:00:00,262.91,262.91,157,87.64,0.96,77.0,Running,Afternoon,OPR-002,10.18,83.16,0.819,36.2,700,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-02 15:00:00,169.51,169.51,110,67.8,0.885,65.7,Running,Afternoon,OPR-002,7.54,152.79,0.784,28.8,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-02 16:00:00,150.47,150.47,7,75.23,0.945,69.1,Running,Afternoon,OPR-001,9.54,94.63,0.803,29.4,600,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-02 17:00:00,234.26,234.26,141,78.09,0.906,68.1,Running,Afternoon,OPR-010,7.05,87.0,0.809,32.2,700,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-02 18:00:00,94.14,94.14,114,62.76,0.935,62.1,Running,Afternoon,OPR-005,10.67,142.4,0.788,29.9,800,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-02 19:00:00,114.82,114.82,98,76.55,0.96,71.5,Running,Afternoon,OPR-001,7.06,162.43,0.81,25.1,800,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-02 20:00:00,152.39,152.39,58,60.96,0.964,65.4,Running,Afternoon,OPR-004,8.93,146.5,0.811,25.8,550,0,0,0
MCH-003,Fanuc 30i,100,2024-01-02 21:00:00,81.52,81.52,40,81.52,0.873,68.9,Running,Afternoon,OPR-004,7.91,108.15,0.796,30.3,500,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-02 22:00:00,209.84,209.84,55,83.94,0.879,74.0,Running,Night,OPR-008,10.02,151.47,0.812,25.0,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-02 23:00:00,24.96,24.96,0,9.98,0.855,31.2,Idle,Night,OPR-010,10.54,168.29,0.801,26.3,550,0,25,1
MCH-005,Bosch Rexroth,300,2024-01-03 00:00:00,204.38,204.38,78,68.13,0.862,64.0,Running,Night,OPR-009,11.67,146.38,0.797,29.4,700,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-03 01:00:00,155.33,155.33,94,62.13,0.979,64.4,Running,Night,OPR-007,9.86,138.17,0.787,30.5,550,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-03 02:00:00,0.0,0.0,0,0.0,0.0,21.7,Off,Night,OPR-001,9.93,137.97,0.808,30.2,700,1,86,0
MCH-003,Fanuc 30i,100,2024-01-03 03:00:00,92.63,92.63,82,92.63,0.906,78.9,Running,Night,OPR-005,9.4,115.28,0.817,26.8,500,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-03 04:00:00,145.56,145.56,92,58.22,0.915,60.8,Running,Night,OPR-009,7.04,58.59,0.789,30.7,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-03 05:00:00,212.64,212.64,126,85.06,0.974,70.7,Running,Night,OPR-010,8.41,89.26,0.79,26.9,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-03 06:00:00,36.87,36.87,0,14.75,0.876,34.1,Idle,Morning,OPR-009,10.88,59.8,0.8,27.6,550,0,21,1
MCH-003,Fanuc 30i,100,2024-01-03 07:00:00,91.26,91.26,64,91.26,0.919,75.5,Running,Morning,OPR-007,7.43,85.52,0.809,31.0,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-03 08:00:00,0.0,0.0,0,0.0,0.0,25.6,Off,Morning,OPR-007,8.97,174.18,0.812,30.2,500,1,166,0
MCH-001,Siemens S7-1500,150,2024-01-03 09:00:00,141.27,141.27,67,94.18,0.944,75.5,Running,Morning,OPR-001,9.32,195.8,0.804,31.8,800,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-03 10:00:00,83.82,83.82,88,55.88,0.904,57.7,Running,Morning,OPR-006,9.81,128.51,0.785,30.3,800,0,0,0
MCH-002,ABB ACS880,200,2024-01-03 11:00:00,153.4,153.4,129,76.7,0.563,70.2,Running,Morning,OPR-006,11.23,114.29,0.786,29.5,600,1,0,0
MCH-001,Siemens S7-1500,150,2024-01-03 12:00:00,110.24,110.24,82,73.49,0.726,68.3,Running,Morning,OPR-008,10.93,66.79,0.794,30.5,800,1,0,0
MCH-003,Fanuc 30i,100,2024-01-03 13:00:00,86.45,86.45,69,86.45,0.884,71.9,Running,Morning,OPR-004,10.78,127.91,0.788,34.7,500,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-03 14:00:00,78.63,78.63,0,26.21,0.973,63.0,Idle,Afternoon,OPR-010,9.79,132.88,0.784,31.8,700,0,53,1
MCH-003,Fanuc 30i,100,2024-01-03 15:00:00,0.0,0.0,0,0.0,0.0,25.4,Off,Afternoon,OPR-004,10.99,105.79,0.798,32.5,500,1,127,0
MCH-003,Fanuc 30i,100,2024-01-03 16:00:00,86.02,86.02,167,86.02,0.876,73.8,Running,Afternoon,OPR-008,8.78,163.62,0.791,37.4,500,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-03 17:00:00,137.41,137.41,119,91.61,0.871,77.4,Running,Afternoon,OPR-002,8.58,178.58,0.816,28.1,800,0,0,0
MCH-002,ABB ACS880,200,2024-01-03 18:00:00,150.56,150.56,105,75.28,0.854,68.1,Running,Afternoon,OPR-005,9.2,142.29,0.783,32.1,600,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-03 19:00:00,15.08,15.08,0,10.05,0.918,32.7,Idle,Afternoon,OPR-007,7.61,158.78,0.793,30.0,800,1,46,1
MCH-004,Mitsubishi M800,250,2024-01-03 20:00:00,23.19,23.19,0,9.28,0.861,30.8,Idle,Afternoon,OPR-009,7.47,54.4,0.813,31.4,550,1,17,1
MCH-002,ABB ACS880,200,2024-01-03 21:00:00,168.52,168.52,65,84.26,0.962,74.8,Running,Afternoon,OPR-002,7.55,163.94,0.82,29.0,600,0,0,0
MCH-002,ABB ACS880,200,2024-01-03 22:00:00,19.19,19.19,0,9.6,0.875,32.9,Idle,Night,OPR-003,11.4,128.82,0.79,29.6,600,0,23,1
MCH-004,Mitsubishi M800,250,2024-01-03 23:00:00,15.02,15.02,0,6.01,0.867,30.4,Idle,Night,OPR-009,10.7,78.69,0.805,28.9,550,0,12,1
MCH-001,Siemens S7-1500,150,2024-01-04 00:00:00,14.57,14.57,0,9.71,0.919,33.4,Idle,Night,OPR-004,10.7,65.95,0.793,26.6,800,1,59,1
MCH-004,Mitsubishi M800,250,2024-01-04 01:00:00,154.21,154.21,91,61.68,0.979,60.2,Running,Night,OPR-003,10.47,126.9,0.792,30.8,550,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-04 02:00:00,201.47,201.47,99,67.16,0.972,67.4,Running,Night,OPR-007,11.04,58.86,0.816,27.2,700,0,0,0
MCH-003,Fanuc 30i,100,2024-01-04 03:00:00,0.0,0.0,0,0.0,0.0,26.7,Off,Night,OPR-007,7.85,108.46,0.795,25.2,500,1,142,0
MCH-004,Mitsubishi M800,250,2024-01-04 04:00:00,150.38,150.38,67,60.15,0.954,61.9,Running,Night,OPR-001,7.21,160.99,0.817,30.2,550,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-04 05:00:00,137.15,137.15,149,91.43,0.955,73.3,Running,Night,OPR-007,10.11,133.88,0.805,26.4,800,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-04 06:00:00,134.87,134.87,60,89.91,0.941,75.7,Running,Morning,OPR-008,8.32,56.92,0.803,32.5,800,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-04 07:00:00,197.34,197.34,74,78.94,0.889,72.0,Running,Morning,OPR-004,7.32,181.59,0.815,32.6,550,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-04 08:00:00,75.73,75.73,0,25.24,0.86,74.2,Idle,Morning,OPR-001,8.43,114.38,0.791,32.3,700,0,58,1
MCH-002,ABB ACS880,200,2024-01-04 09:00:00,162.71,162.71,71,81.36,0.879,71.5,Running,Morning,OPR-005,7.47,186.44,0.807,28.0,600,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-04 10:00:00,139.85,139.85,50,93.23,0.94,74.4,Running,Morning,OPR-006,9.17,166.08,0.804,25.1,800,0,0,0
MCH-002,ABB ACS880,200,2024-01-04 11:00:00,123.65,123.65,118,61.83,0.908,64.6,Running,Morning,OPR-003,8.19,126.85,0.784,32.4,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-04 12:00:00,202.72,202.72,156,81.09,0.928,73.0,Running,Morning,OPR-001,8.34,111.05,0.816,32.0,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-04 13:00:00,147.8,147.8,42,73.9,0.868,66.9,Running,Morning,OPR-001,9.25,120.95,0.805,35.9,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-04 14:00:00,73.97,73.97,102,73.97,0.92,70.4,Running,Afternoon,OPR-001,8.1,55.51,0.784,39.4,500,0,0,0
MCH-002,ABB ACS880,200,2024-01-04 15:00:00,145.08,145.08,60,72.54,0.902,64.9,Running,Afternoon,OPR-009,8.99,63.06,0.805,37.3,600,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-04 16:00:00,225.89,225.89,136,75.3,0.914,70.1,Running,Afternoon,OPR-003,9.25,189.41,0.787,33.5,700,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-04 17:00:00,34.56,34.56,0,13.82,0.897,33.2,Idle,Afternoon,OPR-001,11.12,193.26,0.813,28.1,550,0,14,1
MCH-001,Siemens S7-1500,150,2024-01-04 18:00:00,85.57,85.57,50,57.05,0.858,61.3,Running,Afternoon,OPR-002,8.28,149.79,0.812,31.8,800,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-04 19:00:00,149.6,149.6,67,59.84,0.948,59.4,Running,Afternoon,OPR-010,8.61,162.48,0.797,27.5,550,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-04 20:00:00,208.43,208.43,96,69.48,0.851,67.1,Running,Afternoon,OPR-006,7.58,73.15,0.787,26.4,700,0,0,0
MCH-003,Fanuc 30i,100,2024-01-04 21:00:00,10.3,10.3,0,10.3,0.908,35.1,Idle,Afternoon,OPR-002,7.06,113.31,0.792,29.5,500,0,42,1
MCH-001,Siemens S7-1500,150,2024-01-04 22:00:00,106.46,106.46,132,70.97,0.955,65.2,Running,Night,OPR-009,10.65,147.84,0.814,32.5,800,0,0,0
MCH-003,Fanuc 30i,100,2024-01-04 23:00:00,81.92,81.92,74,81.92,0.89,73.6,Running,Night,OPR-002,8.92,117.52,0.803,30.6,500,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-05 00:00:00,101.63,101.63,93,67.75,0.898,66.1,Running,Night,OPR-004,8.96,128.87,0.8,29.6,800,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-05 01:00:00,151.76,151.76,111,60.7,0.895,60.2,Running,Night,OPR-010,10.23,145.54,0.794,25.8,550,0,0,0
MCH-003,Fanuc 30i,100,2024-01-05 02:00:00,67.45,67.45,102,67.45,0.929,64.5,Running,Night,OPR-004,9.9,133.95,0.784,29.9,500,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-05 03:00:00,111.64,111.64,40,74.43,0.916,71.3,Running,Night,OPR-004,7.5,81.33,0.817,32.9,800,0,0,0
MCH-003,Fanuc 30i,100,2024-01-05 04:00:00,55.93,55.93,91,55.93,0.91,58.9,Running,Night,OPR-005,11.18,105.56,0.795,26.1,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-05 05:00:00,11.03,11.03,0,11.03,0.908,35.2,Idle,Night,OPR-004,7.15,195.61,0.811,29.1,500,0,39,1
MCH-005,Bosch Rexroth,300,2024-01-05 06:00:00,231.45,231.45,101,77.15,0.949,71.7,Running,Morning,OPR-003,8.78,174.02,0.808,32.0,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-05 07:00:00,137.4,137.4,62,68.7,0.976,66.3,Running,Morning,OPR-003,7.83,137.45,0.82,30.9,600,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-05 08:00:00,223.67,223.67,82,74.56,0.979,70.8,Running,Morning,OPR-008,8.63,168.88,0.798,30.6,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-05 09:00:00,267.31,267.31,139,89.1,0.968,72.9,Running,Morning,OPR-005,10.0,103.02,0.798,30.6,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-05 10:00:00,31.48,31.48,0,10.49,0.854,33.9,Idle,Morning,OPR-009,11.39,191.61,0.786,27.9,700,0,22,1
MCH-003,Fanuc 30i,100,2024-01-05 11:00:00,58.75,58.75,95,58.75,0.732,60.3,Running,Morning,OPR-004,8.43,80.48,0.81,27.3,500,1,0,0
MCH-003,Fanuc 30i,100,2024-01-05 12:00:00,74.69,74.69,102,74.69,0.963,71.5,Running,Morning,OPR-002,9.22,140.32,0.804,37.3,500,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-05 13:00:00,284.53,284.53,55,94.84,0.85,78.5,Running,Morning,OPR-001,11.47,59.37,0.815,37.9,700,0,0,0
MCH-003,Fanuc 30i,100,2024-01-05 14:00:00,93.86,93.86,78,93.86,0.945,78.8,Running,Afternoon,OPR-006,10.44,158.41,0.808,38.1,500,0,0,0
MCH-002,ABB ACS880,200,2024-01-05 15:00:00,161.56,161.56,139,80.78,0.893,72.7,Running,Afternoon,OPR-009,10.97,198.58,0.788,35.5,600,0,0,0
MCH-002,ABB ACS880,200,2024-01-05 16:00:00,15.89,15.89,0,7.95,0.851,33.3,Idle,Afternoon,OPR-009,10.16,60.35,0.78,34.0,600,0,32,1
MCH-005,Bosch Rexroth,300,2024-01-05 17:00:00,39.28,39.28,0,13.09,0.912,34.7,Idle,Afternoon,OPR-008,9.0,158.47,0.791,29.0,700,1,28,1
MCH-004,Mitsubishi M800,250,2024-01-05 18:00:00,144.1,144.1,58,57.64,0.864,62.8,Running,Afternoon,OPR-002,7.03,65.14,0.815,31.4,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-05 19:00:00,150.05,150.05,126,75.03,0.942,66.1,Running,Afternoon,OPR-002,10.55,150.03,0.788,30.2,600,0,0,0
MCH-002,ABB ACS880,200,2024-01-05 20:00:00,174.28,174.28,165,87.14,0.903,76.6,Running,Afternoon,OPR-007,9.38,83.9,0.806,30.6,600,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-05 21:00:00,190.76,190.76,71,63.59,0.949,61.7,Running,Afternoon,OPR-007,9.52,117.4,0.803,31.4,700,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-05 22:00:00,190.13,190.13,90,76.05,0.881,68.0,Running,Night,OPR-006,9.82,67.99,0.817,32.1,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-05 23:00:00,122.69,122.69,111,61.34,0.957,63.9,Running,Night,OPR-009,10.74,97.64,0.78,27.7,600,0,0,0
MCH-002,ABB ACS880,200,2024-01-06 00:00:00,24.3,24.3,0,12.15,0.642,35.2,Idle,Night,OPR-008,11.2,50.57,0.79,28.0,600,1,50,1
MCH-001,Siemens S7-1500,150,2024-01-06 01:00:00,138.35,138.35,160,92.23,0.867,76.9,Running,Night,OPR-002,8.57,168.34,0.816,25.8,800,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-06 02:00:00,210.28,210.28,133,70.09,0.938,64.2,Running,Night,OPR-007,9.47,108.15,0.805,29.6,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-06 03:00:00,130.34,130.34,118,65.17,0.874,63.0,Running,Night,OPR-001,10.38,191.6,0.791,25.3,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-06 04:00:00,28.6,28.6,0,11.44,0.853,32.9,Idle,Night,OPR-007,9.5,114.91,0.798,28.7,550,1,19,1
MCH-002,ABB ACS880,200,2024-01-06 05:00:00,171.66,171.66,43,85.83,0.962,71.7,Running,Night,OPR-005,11.11,177.55,0.788,29.3,600,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-06 06:00:00,18.46,18.46,0,12.31,0.895,34.9,Idle,Morning,OPR-007,10.04,94.3,0.785,27.3,800,0,11,1
MCH-004,Mitsubishi M800,250,2024-01-06 07:00:00,20.39,20.39,0,8.16,0.895,32.0,Idle,Morning,OPR-008,9.34,136.88,0.783,29.7,550,0,15,1
MCH-003,Fanuc 30i,100,2024-01-06 08:00:00,57.32,57.32,38,57.32,0.917,59.4,Running,Morning,OPR-005,10.44,86.28,0.816,25.2,500,0,0,0
MCH-002,ABB ACS880,200,2024-01-06 09:00:00,119.95,119.95,67,59.98,0.914,61.4,Running,Morning,OPR-001,11.53,90.0,0.809,25.3,600,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-06 10:00:00,0.0,0.0,0,0.0,0.0,25.2,Off,Morning,OPR-006,10.81,118.24,0.791,31.6,800,1,64,0
MCH-001,Siemens S7-1500,150,2024-01-06 11:00:00,141.06,141.06,64,94.04,0.852,78.9,Running,Morning,OPR-009,7.6,89.84,0.781,27.9,800,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-06 12:00:00,253.68,253.68,70,84.56,0.933,73.5,Running,Morning,OPR-005,10.23,196.13,0.814,32.2,700,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-06 13:00:00,132.29,132.29,124,88.19,0.888,72.9,Running,Morning,OPR-004,11.5,156.52,0.817,33.0,800,0,0,0
MCH-002,ABB ACS880,200,2024-01-06 14:00:00,169.8,169.8,102,84.9,0.858,76.0,Running,Afternoon,OPR-009,8.2,129.61,0.806,34.8,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-06 15:00:00,0.0,0.0,0,0.0,0.0,20.8,Off,Afternoon,OPR-009,8.02,158.84,0.805,30.1,500,1,105,0
MCH-001,Siemens S7-1500,150,2024-01-06 16:00:00,129.38,129.38,117,86.25,0.621,75.7,Running,Afternoon,OPR-008,11.53,74.58,0.806,35.5,800,1,0,0
MCH-001,Siemens S7-1500,150,2024-01-06 17:00:00,137.55,137.55,85,91.7,0.911,78.6,Running,Afternoon,OPR-009,10.45,153.51,0.817,25.7,800,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-06 18:00:00,182.27,182.27,51,72.91,0.975,68.0,Running,Afternoon,OPR-010,10.4,61.44,0.791,25.4,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-06 19:00:00,124.42,124.42,73,62.21,0.73,65.2,Running,Afternoon,OPR-008,8.05,57.5,0.814,29.3,600,1,0,0
MCH-003,Fanuc 30i,100,2024-01-06 20:00:00,13.54,13.54,0,13.54,0.867,35.9,Idle,Afternoon,OPR-004,11.76,199.22,0.808,29.3,500,0,16,1
MCH-002,ABB ACS880,200,2024-01-06 21:00:00,127.53,127.53,75,63.77,0.97,61.8,Running,Afternoon,OPR-006,10.11,197.18,0.788,30.1,600,0,0,0
